,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
71,40200.21999987695,13783.18499999205,10984.164999976409,7455.8149999918305,7954.845000122526
72,0.0,0.0,0.0,0.0,6373.540000122525
73,8728.52999987695,7471.009999992051,6534.019999976408,4935.529999991831,6998.530000122526
74,17457.05999987695,14942.019999992051,13068.039999976409,9871.05999999183,7623.520000122526
75,8728.52999987695,7471.009999992051,6534.019999976408,4935.529999991831,32510.700000122524
76,0.0,0.0,0.0,0.0,57397.880000122525
77,64407.41499987695,60308.984999992055,79343.42499997641,121073.35999999184,161907.81000012252
78,98148.51499987695,91406.50999999206,152077.61499997642,236169.08499999184,264593.53500012256
79,64407.41499987695,60308.984999992055,79343.4249999764,121073.35999999185,133208.87000012258
80,32453.459999876948,30350.834999992054,6742.509999976392,5993.449999991848,1835.350000122562
81,3574.2899998769462,2278.7499999920547,266.5499999763915,31.6299999918474,22.290000122562105
82,46388.32499987695,32816.609999992055,27484.21999997639,45376.25499999185,54254.36500012257
83,89202.35999987695,63354.469999992056,54701.88999997639,90720.87999999186,108486.44000012257
84,131806.67499987694,122103.64499999206,102347.60499997638,106818.83999999185,94297.27000012257
85,174410.98999987694,180852.8199999921,149993.31999997637,122916.79999999184,80108.10000012259
86,87205.49499987694,90527.56499999209,75307.43999997637,100744.47499999186,6231232.815000122
87,0.0,202.30999999208143,621.5599999763654,39504.95499999186,6191390.835000123
88,0.0,101.15499999208143,310.7799999763654,19336.639999991865,3890792.1500001224
89,0.0,0.0,0.0,19117.759999991864,3890868.8800001224
90,0.0,0.0,0.0,0.0,292.4300001221709
91,0.0,0.0,0.0,0.0,134403.77500012217
92,0.0,0.0,0.0,0.0,134400.33000012217
93,0.0,0.0,0.0,0.0,9644.185000122176
94,0.0,0.0,0.0,0.0,31730.360000122175
95,0.0,0.0,0.0,2738.1099999918656,516529.90000012214
96,0.0,0.0,0.0,19949.434999991867,2133963.4950001226
97,10393958.854999878,7541110.419999992,6068063.944999977,5078726.434999992,6159221.295000122
98,10406563.464999877,7542979.259999991,6070429.484999977,5062181.374999992,4521298.660000122
99,370461.8649998773,115442.92499999143,70207.72499997634,42685.504999991506,36878.245000122115
100,3715696.8649998773,1517180.6899999913,768955.8899999763,280025.0999999915,95738.4550001221
101,5598632.624999878,2967788.2849999913,1591380.7599999763,480490.9899999915,266896.95500012214
102,2460218.849999878,1894973.6099999915,1258536.8049999764,476032.65499999153,267727.5000001221
103,3183560.4549998776,3058289.1399999913,3049099.3249999764,3186141.2049999917,2781295.855000122
104,2968252.1649998776,2729998.164999991,2682126.0099999765,2954132.1449999916,2721902.940000122
105,77023.77999987733,23010.91499999119,9853.489999976475,4472.274999991525,1977.8300001220778
106,186853.2949998773,64678.559999991194,32958.254999976474,18854.849999991526,21076.395000122076
107,113947.05999987731,44168.599999991195,27507.879999976474,195929.84999999154,328491.4600001221
108,1050333.0699998774,1332410.554999991,1323121.4449999763,1331804.0949999914,1411658.730000122
109,6860184.514999878,6088144.469999991,5511229.334999977,5101929.9649999915,4519659.625000122
110,5809851.444999877,5136332.814999992,5076423.004999978,4799077.079999992,4461459.380000122
111,2484765.6499998774,2459929.354999992,2674166.5599999777,2295988.5999999917,2066157.1750001218
112,2484765.6499998774,2079330.4549999922,1789788.7149999775,1450370.8899999917,1021250.3150001217
113,0.0,0.0,830.5899999774992,3324.689999991795,233069.3200001216
114,0.0,0.0,0.0,19906.944999991796,290638.4200001216
115,0.0,0.0,0.0,20676.199999991797,107952.4450001216
116,0.0,0.0,0.0,45256.159999991796,184530.6350001216
117,2167.324999877531,2206.589999992084,250.9799999774992,45827.6149999918,136214.96500012162
118,306367.09499987756,761207.699999992,537721.7249999775,606380.3949999919,524200.6550001216
119,3322918.4699998777,2293597.9699999923,1515966.4399999776,1584317.5749999918,872104.7250001215
